"23",42,"developed","Developed, Medium Intensity","#ED0000","4306"
"24",9,"developed","Developed, High Intensity","#AA0000","4306"
"41",7524,"forest","Deciduous Forest","#68AA63","4306"
"42",259,"forest","Evergreen Forest","#1C6330","4306"
"43",238,"forest","Mixed Forest","#B5C98E","4306"
"52",79,"shrubland","Scrub/Shrub","#CCBA7C","4306"
"71",630,"herbaceous","Grassland/Herbaceous","#E2E2C1","4306"
"81",4637,"planted","Pasture/Hay","#DBD83D","4306"
"82",1955,"planted","Cultivated Crops","#AA7028","4306"
"90",582,"wetlands","Woody Wetlands","#BAD8EA","4306"
"95",2210,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4306"
"code","n","class","description","color","llid"
"21",205,"developed","Developed, Open Space","#DDC9C9","620"
"22",25,"developed","Developed, Low Intensity","#D89382","620"
"41",2667,"forest","Deciduous Forest","#68AA63","620"
"42",100,"forest","Evergreen Forest","#1C6330","620"
"71",156,"herbaceous","Grassland/Herbaceous","#E2E2C1","620"
"81",637,"planted","Pasture/Hay","#DBD83D","620"
"82",425,"planted","Cultivated Crops","#AA7028","620"
"90",311,"wetlands","Woody Wetlands","#BAD8EA","620"
"95",1266,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","620"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"126"
"code","n","class","description","color","llid"
"21",64,"developed","Developed, Open Space","#DDC9C9","4278"
"22",9,"developed","Developed, Low Intensity","#D89382","4278"
"41",93,"forest","Deciduous Forest","#68AA63","4278"
"81",657,"planted","Pasture/Hay","#DBD83D","4278"
"82",124,"planted","Cultivated Crops","#AA7028","4278"
"90",11,"wetlands","Woody Wetlands","#BAD8EA","4278"
"95",82,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4278"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"5158"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"4427"
"code","n","class","description","color","llid"
"21",514,"developed","Developed, Open Space","#DDC9C9","2088"
"22",34,"developed","Developed, Low Intensity","#D89382","2088"
"23",1,"developed","Developed, Medium Intensity","#ED0000","2088"
"41",4274,"forest","Deciduous Forest","#68AA63","2088"
"42",502,"forest","Evergreen Forest","#1C6330","2088"
"43",426,"forest","Mixed Forest","#B5C98E","2088"
"52",54,"shrubland","Scrub/Shrub","#CCBA7C","2088"
"71",299,"herbaceous","Grassland/Herbaceous","#E2E2C1","2088"
"81",2632,"planted","Pasture/Hay","#DBD83D","2088"
"82",641,"planted","Cultivated Crops","#AA7028","2088"
"90",566,"wetlands","Woody Wetlands","#BAD8EA","2088"
"95",757,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2088"
"code","n","class","description","color","llid"
"21",107,"developed","Developed, Open Space","#DDC9C9","2256"
"22",12,"developed","Developed, Low Intensity","#D89382","2256"
"23",1,"developed","Developed, Medium Intensity","#ED0000","2256"
"41",328,"forest","Deciduous Forest","#68AA63","2256"
"82",150,"planted","Cultivated Crops","#AA7028","2256"
"90",11,"wetlands","Woody Wetlands","#BAD8EA","2256"
"95",22,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2256"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"5118"
"code","n","class","description","color","llid"
"21",1468,"developed","Developed, Open Space","#DDC9C9","5116"
"22",117,"developed","Developed, Low Intensity","#D89382","5116"
"23",7,"developed","Developed, Medium Intensity","#ED0000","5116"
"41",13286,"forest","Deciduous Forest","#68AA63","5116"
"42",1113,"forest","Evergreen Forest","#1C6330","5116"
"43",841,"forest","Mixed Forest","#B5C98E","5116"
"52",713,"shrubland","Scrub/Shrub","#CCBA7C","5116"
"71",1725,"herbaceous","Grassland/Herbaceous","#E2E2C1","5116"
"81",453,"planted","Pasture/Hay","#DBD83D","5116"
"82",13160,"planted","Cultivated Crops","#AA7028","5116"
"90",895,"wetlands","Woody Wetlands","#BAD8EA","5116"
"95",374,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5116"
"code","n","class","description","color","llid"
"21",75,"developed","Developed, Open Space","#DDC9C9","4648"
"22",11,"developed","Developed, Low Intensity","#D89382","4648"
"23",3,"developed","Developed, Medium Intensity","#ED0000","4648"
"24",1,"developed","Developed, High Intensity","#AA0000","4648"
"41",72,"forest","Deciduous Forest","#68AA63","4648"
"71",47,"herbaceous","Grassland/Herbaceous","#E2E2C1","4648"
"82",1419,"planted","Cultivated Crops","#AA7028","4648"
"90",17,"wetlands","Woody Wetlands","#BAD8EA","4648"
"code","n","class","description","color","llid"
"21",84,"developed","Developed, Open Space","#DDC9C9","5432"
"22",15,"developed","Developed, Low Intensity","#D89382","5432"
"23",2,"developed","Developed, Medium Intensity","#ED0000","5432"
"41",1181,"forest","Deciduous Forest","#68AA63","5432"
"42",6,"forest","Evergreen Forest","#1C6330","5432"
"43",46,"forest","Mixed Forest","#B5C98E","5432"
"71",11,"herbaceous","Grassland/Herbaceous","#E2E2C1","5432"
"81",1018,"planted","Pasture/Hay","#DBD83D","5432"
"82",135,"planted","Cultivated Crops","#AA7028","5432"
"90",24,"wetlands","Woody Wetlands","#BAD8EA","5432"
"95",33,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5432"
"code","n","class","description","color","llid"
"21",36200,"developed","Developed, Open Space","#DDC9C9","3427"
"22",4106,"developed","Developed, Low Intensity","#D89382","3427"
"23",323,"developed","Developed, Medium Intensity","#ED0000","3427"
"24",52,"developed","Developed, High Intensity","#AA0000","3427"
"31",47,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","3427"
"41",471668,"forest","Deciduous Forest","#68AA63","3427"
"42",26491,"forest","Evergreen Forest","#1C6330","3427"
"43",63221,"forest","Mixed Forest","#B5C98E","3427"
"52",38772,"shrubland","Scrub/Shrub","#CCBA7C","3427"
"71",12986,"herbaceous","Grassland/Herbaceous","#E2E2C1","3427"
"81",20096,"planted","Pasture/Hay","#DBD83D","3427"
"82",132821,"planted","Cultivated Crops","#AA7028","3427"
"90",413047,"wetlands","Woody Wetlands","#BAD8EA","3427"
"95",94033,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","3427"
"code","n","class","description","color","llid"
"21",117,"developed","Developed, Open Space","#DDC9C9","4951"
"22",30,"developed","Developed, Low Intensity","#D89382","4951"
"23",4,"developed","Developed, Medium Intensity","#ED0000","4951"
"41",206,"forest","Deciduous Forest","#68AA63","4951"
"71",36,"herbaceous","Grassland/Herbaceous","#E2E2C1","4951"
"81",814,"planted","Pasture/Hay","#DBD83D","4951"
"82",230,"planted","Cultivated Crops","#AA7028","4951"
"90",15,"wetlands","Woody Wetlands","#BAD8EA","4951"
"95",132,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4951"
"code","n","class","description","color","llid"
"21",575,"developed","Developed, Open Space","#DDC9C9","4314"
"22",55,"developed","Developed, Low Intensity","#D89382","4314"
"23",2,"developed","Developed, Medium Intensity","#ED0000","4314"
"41",854,"forest","Deciduous Forest","#68AA63","4314"
"42",8,"forest","Evergreen Forest","#1C6330","4314"
"71",2127,"herbaceous","Grassland/Herbaceous","#E2E2C1","4314"
"81",4913,"planted","Pasture/Hay","#DBD83D","4314"
"82",11148,"planted","Cultivated Crops","#AA7028","4314"
"90",71,"wetlands","Woody Wetlands","#BAD8EA","4314"
"95",168,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4314"
"code","n","class","description","color","llid"
"21",22,"developed","Developed, Open Space","#DDC9C9","5175"
"22",14,"developed","Developed, Low Intensity","#D89382","5175"
"23",1,"developed","Developed, Medium Intensity","#ED0000","5175"
"41",217,"forest","Deciduous Forest","#68AA63","5175"
"71",12,"herbaceous","Grassland/Herbaceous","#E2E2C1","5175"
"81",417,"planted","Pasture/Hay","#DBD83D","5175"
"82",141,"planted","Cultivated Crops","#AA7028","5175"
"90",13,"wetlands","Woody Wetlands","#BAD8EA","5175"
"95",38,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5175"
"code","n","class","description","color","llid"
"21",186,"developed","Developed, Open Space","#DDC9C9","4389"
"22",5,"developed","Developed, Low Intensity","#D89382","4389"
"41",221,"forest","Deciduous Forest","#68AA63","4389"
"71",545,"herbaceous","Grassland/Herbaceous","#E2E2C1","4389"
"81",131,"planted","Pasture/Hay","#DBD83D","4389"
"82",4175,"planted","Cultivated Crops","#AA7028","4389"
"90",11,"wetlands","Woody Wetlands","#BAD8EA","4389"
"95",4,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4389"
"code","n","class","description","color","llid"
"21",616,"developed","Developed, Open Space","#DDC9C9","2517"
"22",147,"developed","Developed, Low Intensity","#D89382","2517"
"23",5,"developed","Developed, Medium Intensity","#ED0000","2517"
"41",2846,"forest","Deciduous Forest","#68AA63","2517"
"42",21,"forest","Evergreen Forest","#1C6330","2517"
"43",25,"forest","Mixed Forest","#B5C98E","2517"
"52",11,"shrubland","Scrub/Shrub","#CCBA7C","2517"
"71",235,"herbaceous","Grassland/Herbaceous","#E2E2C1","2517"
"81",1100,"planted","Pasture/Hay","#DBD83D","2517"
"82",6699,"planted","Cultivated Crops","#AA7028","2517"
"90",1635,"wetlands","Woody Wetlands","#BAD8EA","2517"
"95",484,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2517"
"code","n","class","description","color","llid"
"41",6,"forest","Deciduous Forest","#68AA63","4322"
"71",119,"herbaceous","Grassland/Herbaceous","#E2E2C1","4322"
"81",71,"planted","Pasture/Hay","#DBD83D","4322"
"82",165,"planted","Cultivated Crops","#AA7028","4322"
"code","n","class","description","color","llid"
"21",1724,"developed","Developed, Open Space","#DDC9C9","5202"
"22",158,"developed","Developed, Low Intensity","#D89382","5202"
"23",9,"developed","Developed, Medium Intensity","#ED0000","5202"
"41",25822,"forest","Deciduous Forest","#68AA63","5202"
"42",253,"forest","Evergreen Forest","#1C6330","5202"
"43",605,"forest","Mixed Forest","#B5C98E","5202"
"52",340,"shrubland","Scrub/Shrub","#CCBA7C","5202"
"71",401,"herbaceous","Grassland/Herbaceous","#E2E2C1","5202"
"81",1530,"planted","Pasture/Hay","#DBD83D","5202"
"82",7605,"planted","Cultivated Crops","#AA7028","5202"
"90",8305,"wetlands","Woody Wetlands","#BAD8EA","5202"
"95",3217,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5202"
"code","n","class","description","color","llid"
"21",13,"developed","Developed, Open Space","#DDC9C9","4899"
"41",29,"forest","Deciduous Forest","#68AA63","4899"
"71",18,"herbaceous","Grassland/Herbaceous","#E2E2C1","4899"
"81",150,"planted","Pasture/Hay","#DBD83D","4899"
"82",232,"planted","Cultivated Crops","#AA7028","4899"
"90",7,"wetlands","Woody Wetlands","#BAD8EA","4899"
"95",15,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4899"
"code","n","class","description","color","llid"
"21",2457,"developed","Developed, Open Space","#DDC9C9","5174"
"22",579,"developed","Developed, Low Intensity","#D89382","5174"
"23",79,"developed","Developed, Medium Intensity","#ED0000","5174"
"24",5,"developed","Developed, High Intensity","#AA0000","5174"
"31",6,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","5174"
"41",37686,"forest","Deciduous Forest","#68AA63","5174"
"42",563,"forest","Evergreen Forest","#1C6330","5174"
"43",2430,"forest","Mixed Forest","#B5C98E","5174"
"52",620,"shrubland","Scrub/Shrub","#CCBA7C","5174"
"71",478,"herbaceous","Grassland/Herbaceous","#E2E2C1","5174"
"81",12367,"planted","Pasture/Hay","#DBD83D","5174"
"82",4213,"planted","Cultivated Crops","#AA7028","5174"
"90",9322,"wetlands","Woody Wetlands","#BAD8EA","5174"
"95",2059,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5174"
"code","n","class","description","color","llid"
"21",1724,"developed","Developed, Open Space","#DDC9C9","5014"
"22",158,"developed","Developed, Low Intensity","#D89382","5014"
"23",9,"developed","Developed, Medium Intensity","#ED0000","5014"
"41",25822,"forest","Deciduous Forest","#68AA63","5014"
"42",253,"forest","Evergreen Forest","#1C6330","5014"
"43",605,"forest","Mixed Forest","#B5C98E","5014"
"52",340,"shrubland","Scrub/Shrub","#CCBA7C","5014"
"71",401,"herbaceous","Grassland/Herbaceous","#E2E2C1","5014"
"81",1530,"planted","Pasture/Hay","#DBD83D","5014"
"82",7605,"planted","Cultivated Crops","#AA7028","5014"
"90",8305,"wetlands","Woody Wetlands","#BAD8EA","5014"
"95",3217,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5014"
"code","n","class","description","color","llid"
"21",25811,"developed","Developed, Open Space","#DDC9C9","4243"
"22",4443,"developed","Developed, Low Intensity","#D89382","4243"
"23",779,"developed","Developed, Medium Intensity","#ED0000","4243"
"24",146,"developed","Developed, High Intensity","#AA0000","4243"
"31",8,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","4243"
"41",171025,"forest","Deciduous Forest","#68AA63","4243"
"42",4178,"forest","Evergreen Forest","#1C6330","4243"
"43",6011,"forest","Mixed Forest","#B5C98E","4243"
"52",2917,"shrubland","Scrub/Shrub","#CCBA7C","4243"
"71",6663,"herbaceous","Grassland/Herbaceous","#E2E2C1","4243"
"81",104726,"planted","Pasture/Hay","#DBD83D","4243"
"82",142193,"planted","Cultivated Crops","#AA7028","4243"
"90",55768,"wetlands","Woody Wetlands","#BAD8EA","4243"
"95",24336,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4243"
"code","n","class","description","color","llid"
"21",93,"developed","Developed, Open Space","#DDC9C9","5176"
"22",16,"developed","Developed, Low Intensity","#D89382","5176"
"41",636,"forest","Deciduous Forest","#68AA63","5176"
"42",1,"forest","Evergreen Forest","#1C6330","5176"
"71",31,"herbaceous","Grassland/Herbaceous","#E2E2C1","5176"
"81",1179,"planted","Pasture/Hay","#DBD83D","5176"
"82",163,"planted","Cultivated Crops","#AA7028","5176"
"90",96,"wetlands","Woody Wetlands","#BAD8EA","5176"
"95",196,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5176"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"4943"
"code","n","class","description","color","llid"
"21",77,"developed","Developed, Open Space","#DDC9C9","6969"
"22",52,"developed","Developed, Low Intensity","#D89382","6969"
"23",7,"developed","Developed, Medium Intensity","#ED0000","6969"
"24",1,"developed","Developed, High Intensity","#AA0000","6969"
"41",1857,"forest","Deciduous Forest","#68AA63","6969"
"81",829,"planted","Pasture/Hay","#DBD83D","6969"
"82",739,"planted","Cultivated Crops","#AA7028","6969"
"90",7,"wetlands","Woody Wetlands","#BAD8EA","6969"
"code","n","class","description","color","llid"
"21",481,"developed","Developed, Open Space","#DDC9C9","4936"
"22",132,"developed","Developed, Low Intensity","#D89382","4936"
"23",13,"developed","Developed, Medium Intensity","#ED0000","4936"
"41",2000,"forest","Deciduous Forest","#68AA63","4936"
"71",1245,"herbaceous","Grassland/Herbaceous","#E2E2C1","4936"
"81",794,"planted","Pasture/Hay","#DBD83D","4936"
"82",2585,"planted","Cultivated Crops","#AA7028","4936"
"90",84,"wetlands","Woody Wetlands","#BAD8EA","4936"
"95",129,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4936"
"code","n","class","description","color","llid"
"21",82,"developed","Developed, Open Space","#DDC9C9","5274"
"22",43,"developed","Developed, Low Intensity","#D89382","5274"
"31",4,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","5274"
"41",1808,"forest","Deciduous Forest","#68AA63","5274"
"42",5,"forest","Evergreen Forest","#1C6330","5274"
"43",8,"forest","Mixed Forest","#B5C98E","5274"
"52",32,"shrubland","Scrub/Shrub","#CCBA7C","5274"
"71",98,"herbaceous","Grassland/Herbaceous","#E2E2C1","5274"
"81",683,"planted","Pasture/Hay","#DBD83D","5274"
"82",1521,"planted","Cultivated Crops","#AA7028","5274"
"90",67,"wetlands","Woody Wetlands","#BAD8EA","5274"
"95",6,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5274"
"code","n","class","description","color","llid"
"21",23,"developed","Developed, Open Space","#DDC9C9","2830"
"22",29,"developed","Developed, Low Intensity","#D89382","2830"
"23",4,"developed","Developed, Medium Intensity","#ED0000","2830"
"41",265,"forest","Deciduous Forest","#68AA63","2830"
"42",16,"forest","Evergreen Forest","#1C6330","2830"
"81",365,"planted","Pasture/Hay","#DBD83D","2830"
"82",285,"planted","Cultivated Crops","#AA7028","2830"
"90",661,"wetlands","Woody Wetlands","#BAD8EA","2830"
"code","n","class","description","color","llid"
"21",291,"developed","Developed, Open Space","#DDC9C9","5148"
"22",109,"developed","Developed, Low Intensity","#D89382","5148"
"23",12,"developed","Developed, Medium Intensity","#ED0000","5148"
"41",1351,"forest","Deciduous Forest","#68AA63","5148"
"42",27,"forest","Evergreen Forest","#1C6330","5148"
"43",59,"forest","Mixed Forest","#B5C98E","5148"
"71",62,"herbaceous","Grassland/Herbaceous","#E2E2C1","5148"
"81",3513,"planted","Pasture/Hay","#DBD83D","5148"
"82",2687,"planted","Cultivated Crops","#AA7028","5148"
"90",342,"wetlands","Woody Wetlands","#BAD8EA","5148"
"95",635,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5148"
"code","n","class","description","color","llid"
"21",54,"developed","Developed, Open Space","#DDC9C9","5199"
"22",20,"developed","Developed, Low Intensity","#D89382","5199"
"23",1,"developed","Developed, Medium Intensity","#ED0000","5199"
"41",29,"forest","Deciduous Forest","#68AA63","5199"
"71",16,"herbaceous","Grassland/Herbaceous","#E2E2C1","5199"
"81",512,"planted","Pasture/Hay","#DBD83D","5199"
"82",55,"planted","Cultivated Crops","#AA7028","5199"
"90",15,"wetlands","Woody Wetlands","#BAD8EA","5199"
"95",44,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5199"
"code","n","class","description","color","llid"
"21",266,"developed","Developed, Open Space","#DDC9C9","6422"
"22",161,"developed","Developed, Low Intensity","#D89382","6422"
"23",94,"developed","Developed, Medium Intensity","#ED0000","6422"
"24",3,"developed","Developed, High Intensity","#AA0000","6422"
"41",29,"forest","Deciduous Forest","#68AA63","6422"
