"code","n","class","description","color","llid"
"24",6,"developed","Developed, High Intensity","#AA0000","902"
"41",292,"forest","Deciduous Forest","#68AA63","902"
"42",6,"forest","Evergreen Forest","#1C6330","902"
"52",119,"shrubland","Scrub/Shrub","#CCBA7C","902"
"71",34,"herbaceous","Grassland/Herbaceous","#E2E2C1","902"
"81",414,"planted","Pasture/Hay","#DBD83D","902"
"82",117,"planted","Cultivated Crops","#AA7028","902"
"90",5,"wetlands","Woody Wetlands","#BAD8EA","902"
"95",82,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","902"
"code","n","class","description","color","llid"
"21",21,"developed","Developed, Open Space","#DDC9C9","6454"
"22",37,"developed","Developed, Low Intensity","#D89382","6454"
"23",9,"developed","Developed, Medium Intensity","#ED0000","6454"
"24",1,"developed","Developed, High Intensity","#AA0000","6454"
"41",5,"forest","Deciduous Forest","#68AA63","6454"
"82",69,"planted","Cultivated Crops","#AA7028","6454"
"code","n","class","description","color","llid"
"21",166,"developed","Developed, Open Space","#DDC9C9","533"
"22",198,"developed","Developed, Low Intensity","#D89382","533"
"23",130,"developed","Developed, Medium Intensity","#ED0000","533"
"24",1,"developed","Developed, High Intensity","#AA0000","533"
"41",116,"forest","Deciduous Forest","#68AA63","533"
"52",19,"shrubland","Scrub/Shrub","#CCBA7C","533"
"71",3,"herbaceous","Grassland/Herbaceous","#E2E2C1","533"
"81",31,"planted","Pasture/Hay","#DBD83D","533"
"82",18,"planted","Cultivated Crops","#AA7028","533"
"90",3,"wetlands","Woody Wetlands","#BAD8EA","533"
"95",159,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","533"
"code","n","class","description","color","llid"
"21",91,"developed","Developed, Open Space","#DDC9C9","3163"
"22",22,"developed","Developed, Low Intensity","#D89382","3163"
"71",50,"herbaceous","Grassland/Herbaceous","#E2E2C1","3163"
"82",47,"planted","Cultivated Crops","#AA7028","3163"
"90",69,"wetlands","Woody Wetlands","#BAD8EA","3163"
"95",2,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","3163"
"code","n","class","description","color","llid"
"21",117,"developed","Developed, Open Space","#DDC9C9","474"
"22",13,"developed","Developed, Low Intensity","#D89382","474"
"23",1,"developed","Developed, Medium Intensity","#ED0000","474"
"41",30,"forest","Deciduous Forest","#68AA63","474"
"71",528,"herbaceous","Grassland/Herbaceous","#E2E2C1","474"
"81",67,"planted","Pasture/Hay","#DBD83D","474"
"82",213,"planted","Cultivated Crops","#AA7028","474"
"90",5,"wetlands","Woody Wetlands","#BAD8EA","474"
"95",63,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","474"
"code","n","class","description","color","llid"
"21",13,"developed","Developed, Open Space","#DDC9C9","7165"
"22",12,"developed","Developed, Low Intensity","#D89382","7165"
"23",6,"developed","Developed, Medium Intensity","#ED0000","7165"
"41",264,"forest","Deciduous Forest","#68AA63","7165"
"71",4,"herbaceous","Grassland/Herbaceous","#E2E2C1","7165"
"81",14,"planted","Pasture/Hay","#DBD83D","7165"
"95",27,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","7165"
"code","n","class","description","color","llid"
"21",254,"developed","Developed, Open Space","#DDC9C9","758"
"22",9,"developed","Developed, Low Intensity","#D89382","758"
"23",3,"developed","Developed, Medium Intensity","#ED0000","758"
"24",1,"developed","Developed, High Intensity","#AA0000","758"
"41",212,"forest","Deciduous Forest","#68AA63","758"
"71",152,"herbaceous","Grassland/Herbaceous","#E2E2C1","758"
"82",1037,"planted","Cultivated Crops","#AA7028","758"
"90",24,"wetlands","Woody Wetlands","#BAD8EA","758"
"95",787,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","758"
"code","n","class","description","color","llid"
"21",108,"developed","Developed, Open Space","#DDC9C9","156"
"22",54,"developed","Developed, Low Intensity","#D89382","156"
"23",50,"developed","Developed, Medium Intensity","#ED0000","156"
"24",7,"developed","Developed, High Intensity","#AA0000","156"
"31",15,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","156"
"41",1,"forest","Deciduous Forest","#68AA63","156"
"82",226,"planted","Cultivated Crops","#AA7028","156"
"95",106,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","156"
"code","n","class","description","color","llid"
"21",7,"developed","Developed, Open Space","#DDC9C9","132581"
"22",3,"developed","Developed, Low Intensity","#D89382","132581"
"41",74,"forest","Deciduous Forest","#68AA63","132581"
"42",18,"forest","Evergreen Forest","#1C6330","132581"
"43",6,"forest","Mixed Forest","#B5C98E","132581"
"52",57,"shrubland","Scrub/Shrub","#CCBA7C","132581"
"71",48,"herbaceous","Grassland/Herbaceous","#E2E2C1","132581"
"81",133,"planted","Pasture/Hay","#DBD83D","132581"
"82",3,"planted","Cultivated Crops","#AA7028","132581"
"95",26,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","132581"
"code","n","class","description","color","llid"
"21",21,"developed","Developed, Open Space","#DDC9C9","23286"
"22",11,"developed","Developed, Low Intensity","#D89382","23286"
"41",111,"forest","Deciduous Forest","#68AA63","23286"
"42",6,"forest","Evergreen Forest","#1C6330","23286"
"52",33,"shrubland","Scrub/Shrub","#CCBA7C","23286"
"71",6,"herbaceous","Grassland/Herbaceous","#E2E2C1","23286"
"81",141,"planted","Pasture/Hay","#DBD83D","23286"
"82",4,"planted","Cultivated Crops","#AA7028","23286"
"90",4,"wetlands","Woody Wetlands","#BAD8EA","23286"
"95",43,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","23286"
"code","n","class","description","color","llid"
"21",195,"developed","Developed, Open Space","#DDC9C9","4294"
"22",28,"developed","Developed, Low Intensity","#D89382","4294"
"23",3,"developed","Developed, Medium Intensity","#ED0000","4294"
"41",392,"forest","Deciduous Forest","#68AA63","4294"
"42",108,"forest","Evergreen Forest","#1C6330","4294"
"43",45,"forest","Mixed Forest","#B5C98E","4294"
"71",16,"herbaceous","Grassland/Herbaceous","#E2E2C1","4294"
"81",88,"planted","Pasture/Hay","#DBD83D","4294"
"82",37,"planted","Cultivated Crops","#AA7028","4294"
"90",84,"wetlands","Woody Wetlands","#BAD8EA","4294"
"95",143,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4294"
"code","n","class","description","color","llid"
"21",71,"developed","Developed, Open Space","#DDC9C9","4472"
"22",12,"developed","Developed, Low Intensity","#D89382","4472"
"23",1,"developed","Developed, Medium Intensity","#ED0000","4472"
"41",280,"forest","Deciduous Forest","#68AA63","4472"
"71",24,"herbaceous","Grassland/Herbaceous","#E2E2C1","4472"
"81",121,"planted","Pasture/Hay","#DBD83D","4472"
"82",21,"planted","Cultivated Crops","#AA7028","4472"
"90",4,"wetlands","Woody Wetlands","#BAD8EA","4472"
"95",17,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4472"
"code","n","class","description","color","llid"
"21",102,"developed","Developed, Open Space","#DDC9C9","5002"
"22",14,"developed","Developed, Low Intensity","#D89382","5002"
"41",430,"forest","Deciduous Forest","#68AA63","5002"
"42",69,"forest","Evergreen Forest","#1C6330","5002"
"71",4,"herbaceous","Grassland/Herbaceous","#E2E2C1","5002"
"81",34,"planted","Pasture/Hay","#DBD83D","5002"
"82",11,"planted","Cultivated Crops","#AA7028","5002"
"95",34,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5002"
"code","n","class","description","color","llid"
"21",37,"developed","Developed, Open Space","#DDC9C9","3683"
"22",3,"developed","Developed, Low Intensity","#D89382","3683"
"23",1,"developed","Developed, Medium Intensity","#ED0000","3683"
"41",46,"forest","Deciduous Forest","#68AA63","3683"
"42",8,"forest","Evergreen Forest","#1C6330","3683"
"81",155,"planted","Pasture/Hay","#DBD83D","3683"
"82",80,"planted","Cultivated Crops","#AA7028","3683"
"90",10,"wetlands","Woody Wetlands","#BAD8EA","3683"
"95",32,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","3683"
"code","n","class","description","color","llid"
"21",797,"developed","Developed, Open Space","#DDC9C9","1297"
"22",88,"developed","Developed, Low Intensity","#D89382","1297"
"23",20,"developed","Developed, Medium Intensity","#ED0000","1297"
"24",7,"developed","Developed, High Intensity","#AA0000","1297"
"41",1614,"forest","Deciduous Forest","#68AA63","1297"
"42",96,"forest","Evergreen Forest","#1C6330","1297"
"43",51,"forest","Mixed Forest","#B5C98E","1297"
"71",2,"herbaceous","Grassland/Herbaceous","#E2E2C1","1297"
"81",47,"planted","Pasture/Hay","#DBD83D","1297"
"82",1,"planted","Cultivated Crops","#AA7028","1297"
"90",327,"wetlands","Woody Wetlands","#BAD8EA","1297"
"95",268,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","1297"
"code","n","class","description","color","llid"
"21",17,"developed","Developed, Open Space","#DDC9C9","87"
"22",6,"developed","Developed, Low Intensity","#D89382","87"
"41",63,"forest","Deciduous Forest","#68AA63","87"
"71",13,"herbaceous","Grassland/Herbaceous","#E2E2C1","87"
"81",25,"planted","Pasture/Hay","#DBD83D","87"
"82",38,"planted","Cultivated Crops","#AA7028","87"
"code","n","class","description","color","llid"
"21",59,"developed","Developed, Open Space","#DDC9C9","5211"
"22",7,"developed","Developed, Low Intensity","#D89382","5211"
"41",90,"forest","Deciduous Forest","#68AA63","5211"
"42",11,"forest","Evergreen Forest","#1C6330","5211"
"43",38,"forest","Mixed Forest","#B5C98E","5211"
"81",93,"planted","Pasture/Hay","#DBD83D","5211"
"90",9,"wetlands","Woody Wetlands","#BAD8EA","5211"
"code","n","class","description","color","llid"
"21",25,"developed","Developed, Open Space","#DDC9C9","4927"
"41",540,"forest","Deciduous Forest","#68AA63","4927"
"81",29,"planted","Pasture/Hay","#DBD83D","4927"
"82",2,"planted","Cultivated Crops","#AA7028","4927"
"95",22,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4927"
"code","n","class","description","color","llid"
"21",193,"developed","Developed, Open Space","#DDC9C9","4994"
"22",64,"developed","Developed, Low Intensity","#D89382","4994"
"23",13,"developed","Developed, Medium Intensity","#ED0000","4994"
"24",1,"developed","Developed, High Intensity","#AA0000","4994"
"41",706,"forest","Deciduous Forest","#68AA63","4994"
"42",38,"forest","Evergreen Forest","#1C6330","4994"
"43",49,"forest","Mixed Forest","#B5C98E","4994"
"71",1,"herbaceous","Grassland/Herbaceous","#E2E2C1","4994"
"81",87,"planted","Pasture/Hay","#DBD83D","4994"
"82",15,"planted","Cultivated Crops","#AA7028","4994"
"90",26,"wetlands","Woody Wetlands","#BAD8EA","4994"
"95",10,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4994"
"code","n","class","description","color","llid"
"21",157,"developed","Developed, Open Space","#DDC9C9","5380"
"22",43,"developed","Developed, Low Intensity","#D89382","5380"
"23",10,"developed","Developed, Medium Intensity","#ED0000","5380"
"41",49,"forest","Deciduous Forest","#68AA63","5380"
"81",122,"planted","Pasture/Hay","#DBD83D","5380"
"82",12,"planted","Cultivated Crops","#AA7028","5380"
"90",58,"wetlands","Woody Wetlands","#BAD8EA","5380"
"95",27,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5380"
"code","n","class","description","color","llid"
"21",367,"developed","Developed, Open Space","#DDC9C9","5328"
"22",120,"developed","Developed, Low Intensity","#D89382","5328"
"23",34,"developed","Developed, Medium Intensity","#ED0000","5328"
"24",28,"developed","Developed, High Intensity","#AA0000","5328"
"41",1299,"forest","Deciduous Forest","#68AA63","5328"
"42",117,"forest","Evergreen Forest","#1C6330","5328"
"43",106,"forest","Mixed Forest","#B5C98E","5328"
"71",10,"herbaceous","Grassland/Herbaceous","#E2E2C1","5328"
"81",191,"planted","Pasture/Hay","#DBD83D","5328"
"82",12,"planted","Cultivated Crops","#AA7028","5328"
"90",162,"wetlands","Woody Wetlands","#BAD8EA","5328"
"95",133,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5328"
"code","n","class","description","color","llid"
"21",229,"developed","Developed, Open Space","#DDC9C9","490"
"22",18,"developed","Developed, Low Intensity","#D89382","490"
"23",1,"developed","Developed, Medium Intensity","#ED0000","490"
"41",461,"forest","Deciduous Forest","#68AA63","490"
"42",165,"forest","Evergreen Forest","#1C6330","490"
"71",5,"herbaceous","Grassland/Herbaceous","#E2E2C1","490"
"81",80,"planted","Pasture/Hay","#DBD83D","490"
"82",8,"planted","Cultivated Crops","#AA7028","490"
"95",15,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","490"
"code","n","class","description","color","llid"
"21",67,"developed","Developed, Open Space","#DDC9C9","4297"
"22",1,"developed","Developed, Low Intensity","#D89382","4297"
"41",106,"forest","Deciduous Forest","#68AA63","4297"
"42",54,"forest","Evergreen Forest","#1C6330","4297"
"code","n","class","description","color","llid"
"21",265,"developed","Developed, Open Space","#DDC9C9","1061"
"22",304,"developed","Developed, Low Intensity","#D89382","1061"
"23",199,"developed","Developed, Medium Intensity","#ED0000","1061"
"24",26,"developed","Developed, High Intensity","#AA0000","1061"
"41",459,"forest","Deciduous Forest","#68AA63","1061"
"42",59,"forest","Evergreen Forest","#1C6330","1061"
"43",3,"forest","Mixed Forest","#B5C98E","1061"
"71",36,"herbaceous","Grassland/Herbaceous","#E2E2C1","1061"
"81",243,"planted","Pasture/Hay","#DBD83D","1061"
"82",25,"planted","Cultivated Crops","#AA7028","1061"
"90",12,"wetlands","Woody Wetlands","#BAD8EA","1061"
"95",125,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","1061"
"code","n","class","description","color","llid"
"21",90,"developed","Developed, Open Space","#DDC9C9","4306"
"22",19,"developed","Developed, Low Intensity","#D89382","4306"
"23",2,"developed","Developed, Medium Intensity","#ED0000","4306"
"41",170,"forest","Deciduous Forest","#68AA63","4306"
"43",4,"forest","Mixed Forest","#B5C98E","4306"
"71",21,"herbaceous","Grassland/Herbaceous","#E2E2C1","4306"
"81",158,"planted","Pasture/Hay","#DBD83D","4306"
"82",24,"planted","Cultivated Crops","#AA7028","4306"
"90",42,"wetlands","Woody Wetlands","#BAD8EA","4306"
"95",24,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4306"
"code","n","class","description","color","llid"
"21",326,"developed","Developed, Open Space","#DDC9C9","620"
"22",45,"developed","Developed, Low Intensity","#D89382","620"
"23",5,"developed","Developed, Medium Intensity","#ED0000","620"
"41",563,"forest","Deciduous Forest","#68AA63","620"
"42",3,"forest","Evergreen Forest","#1C6330","620"
"71",16,"herbaceous","Grassland/Herbaceous","#E2E2C1","620"
"81",36,"planted","Pasture/Hay","#DBD83D","620"
"82",9,"planted","Cultivated Crops","#AA7028","620"
"90",21,"wetlands","Woody Wetlands","#BAD8EA","620"
"95",108,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","620"
"code","n","class","description","color","llid"
"21",24,"developed","Developed, Open Space","#DDC9C9","126"
"22",7,"developed","Developed, Low Intensity","#D89382","126"
"23",1,"developed","Developed, Medium Intensity","#ED0000","126"
"41",99,"forest","Deciduous Forest","#68AA63","126"
"81",33,"planted","Pasture/Hay","#DBD83D","126"
"95",33,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","126"
"code","n","class","description","color","llid"
"21",114,"developed","Developed, Open Space","#DDC9C9","4278"
"22",12,"developed","Developed, Low Intensity","#D89382","4278"
"41",236,"forest","Deciduous Forest","#68AA63","4278"
"42",10,"forest","Evergreen Forest","#1C6330","4278"
"81",511,"planted","Pasture/Hay","#DBD83D","4278"
"82",73,"planted","Cultivated Crops","#AA7028","4278"
"90",14,"wetlands","Woody Wetlands","#BAD8EA","4278"
"code","n","class","description","color","llid"
"21",284,"developed","Developed, Open Space","#DDC9C9","5158"
"22",64,"developed","Developed, Low Intensity","#D89382","5158"
"23",8,"developed","Developed, Medium Intensity","#ED0000","5158"
"41",185,"forest","Deciduous Forest","#68AA63","5158"
"42",10,"forest","Evergreen Forest","#1C6330","5158"
"43",10,"forest","Mixed Forest","#B5C98E","5158"
"81",109,"planted","Pasture/Hay","#DBD83D","5158"
"82",31,"planted","Cultivated Crops","#AA7028","5158"
"90",29,"wetlands","Woody Wetlands","#BAD8EA","5158"
"95",1,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5158"
"code","n","class","description","color","llid"
"21",106,"developed","Developed, Open Space","#DDC9C9","4427"
"22",20,"developed","Developed, Low Intensity","#D89382","4427"
"41",268,"forest","Deciduous Forest","#68AA63","4427"
"42",14,"forest","Evergreen Forest","#1C6330","4427"
"81",26,"planted","Pasture/Hay","#DBD83D","4427"
"82",8,"planted","Cultivated Crops","#AA7028","4427"
"90",9,"wetlands","Woody Wetlands","#BAD8EA","4427"
"code","n","class","description","color","llid"
"21",56,"developed","Developed, Open Space","#DDC9C9","2088"
"22",11,"developed","Developed, Low Intensity","#D89382","2088"
"41",244,"forest","Deciduous Forest","#68AA63","2088"
"42",24,"forest","Evergreen Forest","#1C6330","2088"
"43",14,"forest","Mixed Forest","#B5C98E","2088"
"71",6,"herbaceous","Grassland/Herbaceous","#E2E2C1","2088"
"81",212,"planted","Pasture/Hay","#DBD83D","2088"
"82",47,"planted","Cultivated Crops","#AA7028","2088"
"90",8,"wetlands","Woody Wetlands","#BAD8EA","2088"
"95",64,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2088"
"code","n","class","description","color","llid"
"21",61,"developed","Developed, Open Space","#DDC9C9","2256"
"22",20,"developed","Developed, Low Intensity","#D89382","2256"
"41",40,"forest","Deciduous Forest","#68AA63","2256"
"43",1,"forest","Mixed Forest","#B5C98E","2256"
"71",1,"herbaceous","Grassland/Herbaceous","#E2E2C1","2256"
"81",4,"planted","Pasture/Hay","#DBD83D","2256"
"82",105,"planted","Cultivated Crops","#AA7028","2256"
